SALE TYPE,PROPERTY TYPE,ADDRESS,CITY,STATE,ZIP,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,PRICE PER SQFT,HOA PER MONTH,STATUS,URL,SOURCE,MLS,LATITUDE,LONGITUDE,COMMUTE_NUM_STEPS,COMMUTE,COMMUTE_STEPS,WALKING_TIME
PAST SALE,Single Family Residential,7110 W Monroe St,NILES,IL,60714,380000,3.0,2.0,Niles,1200.0,6268.0,1956.0,382,317.0,,Sold,http://www.redfin.com/IL/Niles/7110-W-Monroe-St-60714/home/13616860,MRED,10115587,42.029363599999996,-87.80451509999999,7.0,1 hour 31 mins,"WALKING(16 MINS), PULSE MILWAUKEE LINE(16 mins), WALKING(1 MIN), BLUE LINE(20 mins), WALKING(1 MIN), BUS66(12 mins), WALKING(2 MINS)",20.0
PAST SALE,Single Family Residential,6512 N KIMBALL Ave,LINCOLNWOOD,IL,60712,495000,3.0,3.5,Lincolnwood,,5083.0,1941.0,341,,,Sold,http://www.redfin.com/IL/Lincolnwood/6512-N-Kimball-Ave-60712/home/13586748,MRED,10088982,41.9995562,-87.7146062,5.0,51 mins,"WALKING(9 MINS), BUS155(13 mins), WALKING(1 MIN), BUS147(23 mins), WALKING(1 MIN)",11.0
PAST SALE,Single Family Residential,6616 N Minnehaha Ave,LINCOLNWOOD,IL,60712,610000,4.0,3.0,Lincolnwood,3600.0,9374.0,1963.0,339,169.0,,Sold,http://www.redfin.com/IL/Lincolnwood/6616-N-Minnehaha-Ave-60712/home/13590520,MRED,10089649,42.0009807,-87.7595349,5.0,56 mins,"WALKING(10 MINS), BUS84(26 mins), WALKING(1 MIN), BUS147(14 mins), WALKING(1 MIN)",12.0
PAST SALE,Single Family Residential,4133 Suffield Ct,SKOKIE,IL,60076,400000,3.0,2.5,Skokie,1600.0,7261.0,1957.0,401,250.0,,Sold,http://www.redfin.com/IL/Skokie/4133-Suffield-Ct-60076/home/13623127,MRED,10085153,42.0431984,-87.7314597,6.0,1 hour 12 mins,"WALKING(5 MINS), BUS250(5 mins), WALKING(2 MINS), YELLOW LINE(9 mins), RED LINE(32 mins), WALKING(4 MINS)",11.0
PAST SALE,Townhouse,8607 Prairie St,MORTON GROVE,IL,60053,355410,3.0,2.5,Morton Grove,1758.0,1986.0,2018.0,370,202.0,302.0,Sold,http://www.redfin.com/IL/Morton-Grove/8607-Prairie-St-60053/home/145683735,MRED,10082526,42.03730341,-87.79690946,8.0,1 hour 37 mins,"WALKING(10 MINS), BUS250(6 mins), WALKING(1 MIN), PULSE MILWAUKEE LINE(16 mins), WALKING(2 MINS), BUS92(30 mins), BUS147(12 mins), WALKING(1 MIN)",14.0
PAST SALE,Single Family Residential,4828 Jarvis Ave,SKOKIE,IL,60077,318000,3.0,2.0,Skokie,1809.0,5580.0,1956.0,401,176.0,,Sold,http://www.redfin.com/IL/Skokie/4828-Jarvis-Ave-60077/home/13596789,MRED,10068596,42.01565,-87.74893229999999,4.0,1 hour 12 mins,"WALKING(18 MINS), YELLOW LINE(7 mins), RED LINE(32 mins), WALKING(4 MINS)",22.0
PAST SALE,Single Family Residential,8645 Keystone Ave,SKOKIE,IL,60076,405000,5.0,3.0,Skokie,2884.0,5950.0,1955.0,430,140.0,,Sold,http://www.redfin.com/IL/Skokie/8645-Keystone-Ave-60076/home/13610923,MRED,10108734,42.0385257,-87.7287474,5.0,1 hour 13 mins,"WALKING(19 MINS), BUS97(12 mins), WALKING(1 MIN), RED LINE(32 mins), WALKING(4 MINS)",24.0
PAST SALE,Single Family Residential,6772 N Dowagiac Ave,CHICAGO,IL,60646,549000,5.0,2.5,Forest Glen,2055.0,6499.0,1938.0,381,267.0,,Sold,http://www.redfin.com/IL/Chicago/6772-N-Dowagiac-Ave-60646/home/13590475,MRED,10128924,42.0035717,-87.7644751,5.0,1 hour 0 mins,"WALKING(14 MINS), BUS84(26 mins), WALKING(1 MIN), BUS147(14 mins), WALKING(1 MIN)",16.0
PAST SALE,Single Family Residential,9237 Tripp Ave,SKOKIE,IL,60076,333000,3.0,2.0,Skokie,2341.0,5893.0,1964.0,338,142.0,,Sold,http://www.redfin.com/IL/Skokie/9237-Tripp-Ave-60076/home/13626126,MRED,10067880,42.0491294,-87.7333255,6.0,1 hour 19 mins,"WALKING(13 MINS), BUS250(4 mins), WALKING(2 MINS), YELLOW LINE(9 mins), RED LINE(32 mins), WALKING(4 MINS)",19.0
PAST SALE,Single Family Residential,7244 N Kostner Ave,LINCOLNWOOD,IL,60712,435000,4.0,2.5,Lincolnwood,2803.0,6250.0,1966.0,440,155.0,,Sold,http://www.redfin.com/IL/Lincolnwood/7244-N-Kostner-Ave-60712/home/13599840,MRED,10092244,42.013101899999995,-87.7385346,9.0,1 hour 32 mins,"WALKING(2 MINS), BUS290(12 mins), WALKING(2 MINS), BUS270(13 mins), WALKING(1 MIN), BLUE LINE(20 mins), WALKING(1 MIN), BUS66(12 mins), WALKING(2 MINS)",8.0
PAST SALE,Single Family Residential,8232 KOSTNER Ave,SKOKIE,IL,60076,430000,3.0,2.0,Skokie,,7013.0,1955.0,452,,,Sold,http://www.redfin.com/IL/Skokie/8232-Kostner-Ave-60076/home/13610907,MRED,10072450,42.0308871,-87.7380007,4.0,1 hour 8 mins,"WALKING(14 MINS), YELLOW LINE(7 mins), RED LINE(32 mins), WALKING(4 MINS)",18.0
PAST SALE,Single Family Residential,8209 N Kildare Ave,SKOKIE,IL,60076,400000,3.0,2.5,Skokie,2000.0,4917.0,1962.0,387,200.0,,Sold,http://www.redfin.com/IL/Skokie/8209-N-Kildare-Ave-60076/home/13609253,MRED,10060920,42.030148700000005,-87.735023,4.0,1 hour 10 mins,"WALKING(16 MINS), YELLOW LINE(7 mins), RED LINE(32 mins), WALKING(4 MINS)",20.0
PAST SALE,Single Family Residential,444 ROMONA Rd,WILMETTE,IL,60091,360000,3.0,2.0,Wilmette,2196.0,7209.0,1954.0,298,164.0,,Sold,http://www.redfin.com/IL/Wilmette/444-Romona-Rd-60091/home/13777822,MRED,10059700,42.0717785,-87.746144,5.0,1 hour 32 mins,"WALKING(21 MINS), BUS215(25 mins), WALKING(1 MIN), RED LINE(32 mins), WALKING(4 MINS)",26.0
PAST SALE,Single Family Residential,6630 N Kilpatrick Ave,LINCOLNWOOD,IL,60712,455000,4.0,2.5,Lincolnwood,1787.0,7261.0,1956.0,450,255.0,,Sold,http://www.redfin.com/IL/Lincolnwood/6630-N-Kilpatrick-Ave-60712/home/13587091,MRED,10051460,42.0017822,-87.74609559999999,5.0,1 hour 4 mins,"WALKING(20 MINS), BUS84(23 mins), WALKING(1 MIN), BUS147(14 mins), WALKING(1 MIN)",22.0
PAST SALE,Single Family Residential,9314 Lincolnwood Dr,EVANSTON,IL,60203,490000,4.0,2.0,Evanston,,8646.0,1955.0,457,,,Sold,http://www.redfin.com/IL/Evanston/9314-Lincolnwood-Dr-60203/home/13626242,MRED,10038678,42.0504652,-87.7158338,6.0,1 hour 27 mins,"WALKING(18 MINS), BUS250(8 mins), WALKING(2 MINS), YELLOW LINE(9 mins), RED LINE(32 mins), WALKING(4 MINS)",24.0
PAST SALE,Single Family Residential,5700 Carol Ave,MORTON GROVE,IL,60053,326000,3.0,2.0,Morton Grove,,5606.0,1961.0,450,,,Sold,http://www.redfin.com/IL/Morton-Grove/5700-Carol-Ave-60053/home/13615808,MRED,10049310,42.0402269,-87.7692995,4.0,1 hour 16 mins,"WALKING(21 MINS), YELLOW LINE(9 mins), RED LINE(32 mins), WALKING(4 MINS)",25.0
PAST SALE,Single Family Residential,9113 Mcvicker Ave,MORTON GROVE,IL,60053,470000,4.0,4.0,Morton Grove,2570.0,5458.0,2002.0,475,183.0,,Sold,http://www.redfin.com/IL/Morton-Grove/9113-Mc-Vicker-Ave-60053/home/13620707,MRED,10048796,42.0468519,-87.77708270000001,8.0,1 hour 40 mins,"WALKING(10 MINS), BUS250(9 mins), WALKING(1 MIN), PULSE MILWAUKEE LINE(16 mins), WALKING(2 MINS), BUS92(30 mins), BUS147(12 mins), WALKING(1 MIN)",14.0
PAST SALE,Single Family Residential,215 NEVA Ave,GLENVIEW,IL,60025,428475,3.0,2.0,Glenview Golf,2127.0,5519.0,1952.0,300,201.0,,Sold,http://www.redfin.com/IL/Glenview/215-Neva-Ave-60025/home/13633790,MRED,10263946,42.059564200000004,-87.8031323,7.0,1 hour 12 mins,"WALKING(10 MINS), HEAVY_RAILMD-N(18 mins), WALKING(2 MINS), BUS74(20 mins), WALKING(1 MIN), RED LINE(7 mins), WALKING(4 MINS)",17.0
PAST SALE,Single Family Residential,77 Overlook Dr,GOLF,IL,60029,1790000,5.0,4.5,Glenview Golf,7333.0,26898.0,2016.0,225,244.0,,Sold,http://www.redfin.com/IL/Golf/77-Overlook-Dr-60029/home/13634463,MRED,10139510,42.056002500000005,-87.78665140000001,7.0,1 hour 15 mins,"WALKING(13 MINS), HEAVY_RAILMD-N(18 mins), WALKING(2 MINS), BUS74(20 mins), WALKING(1 MIN), RED LINE(7 mins), WALKING(4 MINS)",20.0
PAST SALE,Single Family Residential,2815 W BALMORAL Ave,CHICAGO,IL,60625,349777,3.0,2.0,Lincoln Square,,3750.0,1953.0,471,,,Sold,http://www.redfin.com/IL/Chicago/2815-W-Balmoral-Ave-60625/unit-2W/home/13492559,MRED,10057008,41.9792375,-87.69971720000001,4.0,42 mins,"WALKING(7 MINS), BUS92(16 mins), BUS147(12 mins), WALKING(1 MIN)",8.0
PAST SALE,Single Family Residential,937 Brown Ave,EVANSTON,IL,60202,391500,4.0,2.0,Evanston,1800.0,8350.0,1965.0,480,218.0,,Sold,http://www.redfin.com/IL/Evanston/937-Brown-Ave-60202/home/12556774,MRED,10045403,42.0352217,-87.70052790000001,5.0,1 hour 5 mins,"WALKING(14 MINS), BUS97(8 mins), WALKING(1 MIN), RED LINE(32 mins), WALKING(4 MINS)",19.0
PAST SALE,Single Family Residential,4926 Pratt Ave,SKOKIE,IL,60077,480000,3.0,3.5,Skokie,1871.0,6181.0,1967.0,461,257.0,,Sold,http://www.redfin.com/IL/Skokie/4926-Pratt-Ave-60077/home/13591179,MRED,10041036,42.004833000000005,-87.751696,5.0,1 hour 6 mins,"WALKING(20 MINS), BUS84(25 mins), WALKING(1 MIN), BUS147(14 mins), WALKING(1 MIN)",22.0
PAST SALE,Single Family Residential,8334 Central Ave,MORTON GROVE,IL,60053,335000,4.0,2.0,Morton Grove,1844.0,6220.0,1968.0,431,182.0,,Sold,http://www.redfin.com/IL/Morton-Grove/8334-Central-Ave-60053/home/12703213,MRED,10074856,42.0331318,-87.76724300000001,4.0,1 hour 16 mins,"WALKING(20 MINS), YELLOW LINE(9 mins), RED LINE(32 mins), WALKING(4 MINS)",24.0
PAST SALE,Single Family Residential,9217 Kilpatrick Ave,SKOKIE,IL,60076,390000,4.0,2.0,Skokie,,5118.0,1963.0,366,,,Sold,http://www.redfin.com/IL/Skokie/9217-Kilpatrick-Ave-60076/home/13625728,MRED,10032922,42.0486485,-87.7442084,4.0,1 hour 14 mins,"WALKING(19 MINS), YELLOW LINE(9 mins), RED LINE(32 mins), WALKING(4 MINS)",23.0
PAST SALE,Single Family Residential,8944 Central Park Ave,EVANSTON,IL,60203,437800,4.0,3.0,Evanston,2515.0,8664.0,1957.0,262,174.0,,Sold,http://www.redfin.com/IL/Evanston/8944-Central-Park-Ave-60203/home/13626544,MRED,10161399,42.0439281,-87.71753100000001,6.0,1 hour 14 mins,"WALKING(5 MINS), BUS250(8 mins), WALKING(2 MINS), YELLOW LINE(9 mins), RED LINE(32 mins), WALKING(4 MINS)",11.0
PAST SALE,Single Family Residential,7340 N Keystone Ave,LINCOLNWOOD,IL,60712,445000,4.0,2.0,Lincolnwood,1450.0,6551.0,1957.0,415,307.0,,Sold,http://www.redfin.com/IL/LINCOLNWOOD/7340-N-KEYSTONE-AVE-60712/home/13598061,MRED,10084155,42.014891999999996,-87.730071,5.0,1 hour 12 mins,"WALKING(17 MINS), BUS97(12 mins), WALKING(1 MIN), RED LINE(32 mins), WALKING(4 MINS)",22.0
PAST SALE,Single Family Residential,3617 GREENLEAF St,SKOKIE,IL,60076,347500,4.0,3.0,Skokie,1340.0,5357.0,1953.0,340,259.0,,Sold,http://www.redfin.com/IL/Skokie/3617-Greenleaf-St-60076/home/13608259,MRED,10030585,42.037065999999996,-87.7191368,5.0,1 hour 10 mins,"WALKING(16 MINS), BUS97(11 mins), WALKING(1 MIN), RED LINE(32 mins), WALKING(4 MINS)",21.0
PAST SALE,Single Family Residential,5126 Conrad St,SKOKIE,IL,60077,430000,3.0,2.0,Skokie,1871.0,5580.0,1964.0,384,230.0,,Sold,http://www.redfin.com/IL/Skokie/5126-Conrad-St-60077/home/13613219,MRED,10079658,42.038337299999995,-87.75561309999999,4.0,1 hour 0 mins,"WALKING(5 MINS), YELLOW LINE(9 mins), RED LINE(32 mins), WALKING(4 MINS)",9.0
PAST SALE,Single Family Residential,6224 N Karlov Ave,CHICAGO,IL,60646,551000,5.0,3.0,Forest Glen,2225.0,4090.0,1951.0,529,248.0,,Sold,http://www.redfin.com/IL/Chicago/6224-N-Karlov-Ave-60646/home/13514707,MRED,9973523,41.9944592,-87.7316323,5.0,49 mins,"WALKING(8 MINS), BUS84(21 mins), WALKING(1 MIN), BUS147(14 mins), WALKING(1 MIN)",10.0
PAST SALE,Single Family Residential,327 Sherman Ave,EVANSTON,IL,60202,414900,4.0,3.5,Evanston,2428.0,4229.0,2000.0,332,171.0,,Sold,http://www.redfin.com/IL/Evanston/327-Sherman-Ave-60202/home/12777955,MRED,10079588,42.023974100000004,-87.681325,4.0,53 mins,"WALKING(8 MINS), PURPLE LINE(2 mins), RED LINE(32 mins), WALKING(4 MINS)",12.0
PAST SALE,Single Family Residential,6209 N LOWELL Ave,CHICAGO,IL,60646,375000,4.0,3.0,Forest Glen,1621.0,6324.0,,314,231.0,,Sold,http://www.redfin.com/IL/Chicago/6209-N-Lowell-Ave-60646/home/13514457,MRED,10077976,41.9939854,-87.73712330000001,5.0,49 mins,"WALKING(7 MINS), BUS84(21 mins), WALKING(1 MIN), BUS147(14 mins), WALKING(1 MIN)",9.0
PAST SALE,Single Family Residential,6705 N Kostner Ave,LINCOLNWOOD,IL,60712,440000,3.0,2.0,Lincolnwood,1950.0,7200.0,1955.0,191,226.0,,Sold,http://www.redfin.com/IL/Lincolnwood/6705-N-Kostner-Ave-60712/home/22819970,MRED,10313820,42.003303,-87.7387068,9.0,1 hour 43 mins,"WALKING(13 MINS), BUS290(12 mins), WALKING(2 MINS), BUS270(13 mins), WALKING(1 MIN), BLUE LINE(20 mins), WALKING(1 MIN), BUS66(12 mins), WALKING(2 MINS)",19.0
PAST SALE,Single Family Residential,9438 Keystone Ave,SKOKIE,IL,60076,455000,4.0,2.5,Skokie,2294.0,7858.0,1955.0,423,198.0,,Sold,http://www.redfin.com/IL/Skokie/9438-Keystone-Ave-60076/home/13625712,MRED,10094336,42.0527933,-87.7290167,5.0,1 hour 11 mins,"WALKING(7 MINS), BUS215(18 mins), WALKING(1 MIN), RED LINE(32 mins), WALKING(4 MINS)",12.0
PAST SALE,Single Family Residential,9314 MASON Ave,MORTON GROVE,IL,60053,345000,3.0,2.0,Morton Grove,1300.0,7313.0,1961.0,283,265.0,,Sold,http://www.redfin.com/IL/Morton-Grove/9314-Mason-Ave-60053/home/13620376,MRED,10264140,42.0505645,-87.7751995,8.0,1 hour 46 mins,"WALKING(15 MINS), BUS250(9 mins), WALKING(1 MIN), PULSE MILWAUKEE LINE(16 mins), WALKING(2 MINS), BUS92(30 mins), BUS147(12 mins), WALKING(1 MIN)",19.0
PAST SALE,Single Family Residential,6949 N Keystone Ave,LINCOLNWOOD,IL,60712,347000,3.0,3.0,Lincolnwood,1310.0,5789.0,1954.0,500,265.0,,Sold,http://www.redfin.com/IL/Lincolnwood/6949-N-Keystone-Ave-60712/home/13589567,MRED,10025786,42.007715999999995,-87.729518,9.0,1 hour 38 mins,"WALKING(7 MINS), BUS290(13 mins), WALKING(2 MINS), BUS270(13 mins), WALKING(1 MIN), BLUE LINE(20 mins), WALKING(1 MIN), BUS66(12 mins), WALKING(2 MINS)",13.0
PAST SALE,Single Family Residential,1140 Hartrey Ave,EVANSTON,IL,60202,255000,3.0,2.0,Evanston,1600.0,8498.0,1959.0,402,159.0,,Sold,http://www.redfin.com/IL/Evanston/1140-Hartrey-Ave-60202/home/13607034,MRED,9946388,42.0389299,-87.7041494,6.0,1 hour 15 mins,"WALKING(3 MINS), BUS250(10 mins), WALKING(2 MINS), YELLOW LINE(9 mins), RED LINE(32 mins), WALKING(4 MINS)",9.0
PAST SALE,Single Family Residential,3839 W Fitch Ave,LINCOLNWOOD,IL,60712,351000,4.0,2.0,Lincolnwood,,3625.0,1927.0,471,,,Sold,http://www.redfin.com/IL/Lincolnwood/3839-Fitch-60712/home/13588151,MRED,9998382,42.0105912,-87.725334,9.0,1 hour 34 mins,"WALKING(3 MINS), BUS290(14 mins), WALKING(2 MINS), BUS270(13 mins), WALKING(1 MIN), BLUE LINE(20 mins), WALKING(1 MIN), BUS66(12 mins), WALKING(2 MINS)",9.0
PAST SALE,Single Family Residential,8557 Kedvale Ave,SKOKIE,IL,60076,375000,4.0,2.0,Skokie,1490.0,7069.0,1952.0,425,252.0,,Sold,http://www.redfin.com/IL/Skokie/8557-Kedvale-Ave-60076/home/13610921,MRED,10022166,42.036939200000006,-87.7312324,6.0,1 hour 25 mins,"WALKING(16 MINS), BUS97(2 mins), WALKING(2 MINS), YELLOW LINE(7 mins), RED LINE(32 mins), WALKING(4 MINS)",22.0
PAST SALE,Single Family Residential,7516 Kenneth Ave,SKOKIE,IL,60076,335000,5.0,2.0,Skokie,2280.0,4604.0,1955.0,508,147.0,,Sold,http://www.redfin.com/IL/Skokie/7516-Kenneth-Ave-60076/home/13599245,MRED,10008384,42.017748700000006,-87.7395202,4.0,1 hour 14 mins,"WALKING(20 MINS), YELLOW LINE(7 mins), RED LINE(32 mins), WALKING(4 MINS)",24.0
PAST SALE,Single Family Residential,6725 N Keating Ave,LINCOLNWOOD,IL,60712,358000,3.0,2.0,Lincolnwood,1890.0,5941.0,1952.0,431,189.0,,Sold,http://www.redfin.com/IL/Lincolnwood/6725-N-Keating-Ave-60712/home/13587273,MRED,10045742,42.0034955,-87.7466725,5.0,1 hour 7 mins,"WALKING(22 MINS), BUS84(25 mins), WALKING(1 MIN), BUS147(14 mins), WALKING(1 MIN)",24.0
PAST SALE,Single Family Residential,3601 Foster St,EVANSTON,IL,60203,480000,4.0,2.5,Evanston,2511.0,7540.0,1947.0,298,191.0,,Sold,http://www.redfin.com/IL/Evanston/3601-Foster-St-60203/home/13628319,MRED,10074761,42.05335170000001,-87.718166,6.0,1 hour 30 mins,"WALKING(20 MINS), BUS250(8 mins), WALKING(2 MINS), YELLOW LINE(9 mins), RED LINE(32 mins), WALKING(4 MINS)",26.0
PAST SALE,Single Family Residential,4615 Elm Ter,SKOKIE,IL,60076,463000,4.0,3.5,Skokie,2597.0,7656.0,,465,178.0,,Sold,http://www.redfin.com/IL/Skokie/4615-Elm-Ter-60076/home/13611446,MRED,9981290,42.0345934,-87.7430573,4.0,1 hour 8 mins,"WALKING(14 MINS), YELLOW LINE(7 mins), RED LINE(32 mins), WALKING(4 MINS)",18.0
PAST SALE,Single Family Residential,4624 Elm Ter,SKOKIE,IL,60076,490000,4.0,2.5,Skokie,2747.0,7788.0,1967.0,289,178.0,,Sold,http://www.redfin.com/IL/Skokie/4624-Elm-Ter-60076/home/13611288,MRED,10159819,42.035084499999996,-87.74346109999999,4.0,1 hour 7 mins,"WALKING(14 MINS), YELLOW LINE(7 mins), RED LINE(32 mins), WALKING(4 MINS)",18.0
PAST SALE,Single Family Residential,8633 Springfield Ave,SKOKIE,IL,60076,227000,3.0,1.5,Skokie,1600.0,5536.0,1956.0,2035,142.0,,Sold,http://www.redfin.com/IL/Skokie/8633-Springfield-Ave-60076/home/13608291,MRED,8606667,42.0381451,-87.7251308,5.0,1 hour 12 mins,"WALKING(18 MINS), BUS97(12 mins), WALKING(1 MIN), RED LINE(32 mins), WALKING(4 MINS)",23.0
PAST SALE,Single Family Residential,8037 Kedvale Ave,SKOKIE,IL,60076,339000,3.0,2.0,Skokie,1600.0,5410.0,1954.0,494,212.0,,Sold,http://www.redfin.com/IL/Skokie/8037-Kedvale-Ave-60076/home/13607384,MRED,10018924,42.0274833,-87.7314405,6.0,1 hour 12 mins,"WALKING(3 MINS), BUS97(2 mins), WALKING(2 MINS), YELLOW LINE(7 mins), RED LINE(32 mins), WALKING(4 MINS)",9.0
PAST SALE,Single Family Residential,1315 Fowler Ave,Evanston,IL,60201,343000,4.0,2.0,Evanston,2078.0,6799.0,1954.0,431,165.0,,Sold,http://www.redfin.com/IL/Evanston/1315-Fowler-Ave-60201/home/13627301,MRED,10095637,42.0416058,-87.70664649999999,6.0,1 hour 13 mins,"WALKING(1 MIN), BUS250(10 mins), WALKING(2 MINS), YELLOW LINE(9 mins), RED LINE(32 mins), WALKING(4 MINS)",7.0
PAST SALE,Single Family Residential,5457 Conrad St,SKOKIE,IL,60077,452000,4.0,2.5,Skokie,2518.0,6076.0,1998.0,466,180.0,,Sold,http://www.redfin.com/IL/Skokie/5457-Conrad-St-60077/home/13614239,MRED,10062190,42.0379804,-87.7640907,4.0,1 hour 9 mins,"WALKING(13 MINS), YELLOW LINE(9 mins), RED LINE(32 mins), WALKING(4 MINS)",17.0
PAST SALE,Single Family Residential,7108 N East Prairie Rd,LINCOLNWOOD,IL,60712,375000,3.0,2.5,Lincolnwood,,5985.0,1957.0,1991,,,Sold,http://www.redfin.com/IL/Lincolnwood/7108-E-Prairie-Rd-60712/home/13588777,MRED,8598883,42.010238,-87.7264684,9.0,1 hour 34 mins,"WALKING(2 MINS), BUS290(14 mins), WALKING(2 MINS), BUS270(13 mins), WALKING(1 MIN), BLUE LINE(20 mins), WALKING(1 MIN), BUS66(12 mins), WALKING(2 MINS)",8.0
PAST SALE,Single Family Residential,7142 N Kedvale Ave,LINCOLNWOOD,IL,60712,330000,3.0,1.5,Lincolnwood,2200.0,6459.0,1952.0,116,150.0,,Sold,http://www.redfin.com/IL/LINCOLNWOOD/7142-N-KEDVALE-AVE-60712/home/13587640,MRED,10471602,42.011193,-87.732556,5.0,52 mins,"WALKING(11 MINS), BUS84(21 mins), WALKING(1 MIN), BUS147(14 mins), WALKING(1 MIN)",13.0
PAST SALE,Single Family Residential,6800 N Kilpatrick Ave,LINCOLNWOOD,IL,60712,480000,4.0,2.5,Lincolnwood,3000.0,5850.0,1941.0,402,160.0,,Sold,http://www.redfin.com/IL/Lincolnwood/6800-N-Kilpatrick-Ave-60712/home/13589601,MRED,10012049,42.004800200000005,-87.7462776,9.0,1 hour 41 mins,"WALKING(12 MINS), BUS290(11 mins), WALKING(2 MINS), BUS270(13 mins), WALKING(1 MIN), BLUE LINE(20 mins), WALKING(1 MIN), BUS66(12 mins), WALKING(2 MINS)",18.0
PAST SALE,Single Family Residential,8610 Georgiana Ave,MORTON GROVE,IL,60053,334000,4.0,2.5,Morton Grove,2100.0,4647.0,1925.0,405,159.0,,Sold,http://www.redfin.com/IL/Morton-Grove/8610-Georgiana-Ave-60053/home/13616284,MRED,10069479,42.0376994,-87.7815406,7.0,1 hour 10 mins,"WALKING(12 MINS), HEAVY_RAILMD-N(15 mins), WALKING(2 MINS), BUS74(20 mins), WALKING(1 MIN), RED LINE(7 mins), WALKING(4 MINS)",19.0
PAST SALE,Single Family Residential,8520 Morton Ave,MORTON GROVE,IL,60053,407500,3.0,2.0,Morton Grove,1360.0,8250.0,1953.0,468,300.0,,Sold,http://www.redfin.com/IL/Morton-Grove/8520-Morton-Ave-60053/home/13615233,MRED,10008179,42.036404499999996,-87.7785431,7.0,1 hour 11 mins,"WALKING(13 MINS), HEAVY_RAILMD-N(15 mins), WALKING(2 MINS), BUS74(20 mins), WALKING(1 MIN), RED LINE(7 mins), WALKING(4 MINS)",20.0
PAST SALE,Single Family Residential,9229 Latrobe Ave,Skokie,IL,60077,305000,3.0,2.0,Skokie,1800.0,5625.0,1955.0,425,169.0,,Sold,http://www.redfin.com/IL/Skokie/9229-Latrobe-Ave-60077/home/13624058,MRED,10084715,42.048947600000005,-87.7575933,4.0,1 hour 14 mins,"WALKING(19 MINS), YELLOW LINE(9 mins), RED LINE(32 mins), WALKING(4 MINS)",23.0
PAST SALE,Single Family Residential,4025 Dobson St,SKOKIE,IL,60076,371500,4.0,2.0,Skokie,2300.0,5950.0,1953.0,478,162.0,,Sold,http://www.redfin.com/IL/Skokie/4025-Dobson-St-60076/home/13600243,MRED,10008738,42.01971270000001,-87.72944670000001,5.0,1 hour 5 mins,"WALKING(10 MINS), BUS97(12 mins), WALKING(1 MIN), RED LINE(32 mins), WALKING(4 MINS)",15.0
PAST SALE,Single Family Residential,3911 Keeney St,SKOKIE,IL,60076,307000,3.0,2.0,Skokie,1385.0,5280.0,1958.0,499,222.0,,Sold,http://www.redfin.com/IL/Skokie/3911-Keeney-St-60076/home/13607771,MRED,10008648,42.027863700000005,-87.72622729999999,5.0,58 mins,"WALKING(4 MINS), BUS97(12 mins), WALKING(1 MIN), RED LINE(32 mins), WALKING(4 MINS)",9.0
PAST SALE,Single Family Residential,5600 Church St,MORTON GROVE,IL,60053,352000,3.0,2.0,Morton Grove,1279.0,4512.0,1965.0,493,275.0,,Sold,http://www.redfin.com/IL/Morton-Grove/5600-Church-St-60053/home/13620544,MRED,10026694,42.0483936,-87.76668959999999,5.0,1 hour 32 mins,"WALKING(26 MINS), BUS97(23 mins), WALKING(1 MIN), RED LINE(32 mins), WALKING(4 MINS)",31.0
PAST SALE,Single Family Residential,5429 W Ardmore Ave,CHICAGO,IL,60646,427000,3.0,2.5,Jefferson Park,1900.0,7631.0,1946.0,163,225.0,3.0,Sold,http://www.redfin.com/IL/Chicago/5429-W-Ardmore-Ave-60646/home/13512945,MRED,10336882,41.9856239,-87.7646673,7.0,59 mins,"WALKING(6 MINS), BUS85(6 mins), WALKING(1 MIN), BLUE LINE(20 mins), WALKING(1 MIN), BUS66(12 mins), WALKING(2 MINS)",10.0
PAST SALE,Single Family Residential,4245 GOLF Rd,SKOKIE,IL,60076,410000,3.0,2.0,Skokie,,6875.0,1969.0,437,,,Sold,http://www.redfin.com/IL/Skokie/4245-Golf-Rd-60076/home/13624604,MRED,10062929,42.0550066,-87.7340791,5.0,1 hour 15 mins,"WALKING(11 MINS), BUS215(19 mins), WALKING(1 MIN), RED LINE(32 mins), WALKING(4 MINS)",16.0
PAST SALE,Single Family Residential,2421 Crawford Ave,EVANSTON,IL,60201,375000,4.0,2.0,Evanston,1300.0,5750.0,1960.0,467,288.0,,Sold,http://www.redfin.com/IL/Evanston/2421-Crawford-Ave-60201/home/13632374,MRED,10006798,42.0611781,-87.7270161,5.0,1 hour 23 mins,"WALKING(18 MINS), BUS215(18 mins), WALKING(1 MIN), RED LINE(32 mins), WALKING(4 MINS)",23.0
PAST SALE,Single Family Residential,3604 Lee St,SKOKIE,IL,60076,297770,4.0,3.0,Skokie,1667.0,5314.0,1955.0,319,179.0,,Sold,http://www.redfin.com/IL/Skokie/3604-Lee-St-60076/home/13607522,MRED,9998082,42.0355846,-87.71856009999999,5.0,1 hour 7 mins,"WALKING(13 MINS), BUS97(11 mins), WALKING(1 MIN), RED LINE(32 mins), WALKING(4 MINS)",18.0
