SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
MLS Listing,,Condo/Co-op,2736 N Ashland Ave Unit 2N,Chicago,IL,60614,519000,2,2.0,Lincoln Park,1460,,2017,82,355,150,Active,,,http://www.redfin.com/IL/Chicago/2736-N-Ashland-Ave-60614/unit-2N/home/145846866,MRED,10584523,N,Y,41.9316962,-87.6686502
MLS Listing,,Condo/Co-op,2628 N Halsted St Unit 2S,Chicago,IL,60614,619000,3,2.5,Lincoln Park,1675,,2013,82,370,276,Active,February-23-2020 11:00 AM,February-23-2020 01:00 PM,http://www.redfin.com/IL/Chicago/2628-N-Halsted-St-60614/unit-2S/home/113044168,MRED,10583745,N,Y,41.9299755,-87.6491882
MLS Listing,,Condo/Co-op,1203 W Superior St Unit 3A,Chicago,IL,60642,649000,3,2.0,West Town,1500,,2019,92,433,129,Active,,,http://www.redfin.com/IL/Chicago/1203-W-Superior-St-60642/unit-3A/home/169923285,MRED,10580145,N,Y,41.8950207,-87.6577247
MLS Listing,,Condo/Co-op,2247 W Wabansia Ave #204,Chicago,IL,60647,479900,2,2.0,West Town,1450,,2005,93,331,355,Active,,,http://www.redfin.com/IL/Chicago/2247-W-Wabansia-Ave-60647/unit-204/home/12618782,MRED,10579039,N,Y,41.9123298,-87.6843445
MLS Listing,,Single Family Residential,828 W 38th St,Chicago,IL,60609,599000,4,3.5,Bridgeport,3027,4556,2017,95,198,,Active,,,http://www.redfin.com/IL/Chicago/828-W-38th-St-60609/home/147826046,MRED,10576986,N,Y,41.82584,-87.647158
MLS Listing,,Condo/Co-op,125 E 13th St #705,Chicago,IL,60605,449900,2,2.0,Near South Side,1340,,2004,96,336,437,Active,,,http://www.redfin.com/IL/Chicago/125-E-13th-St-60605/unit-705/home/12662410,MRED,10576395,N,Y,41.8655774,-87.623088
MLS Listing,,Townhouse,722 E PERSHING Rd,Chicago,IL,60653,470000,4,3.5,Oakland,2250,2500,2008,100,209,150,Active,,,http://www.redfin.com/IL/Chicago/722-E-Pershing-Rd-60653/home/105708901,MRED,10574206,N,Y,41.8241037,-87.6087657
MLS Listing,,Townhouse,1018 Alexander Ln,Oak Park,IL,60302,499000,4,4.0,Oak Park,2450,3125,2007,100,204,200,Active,February-23-2020 01:00 PM,February-23-2020 03:00 PM,http://www.redfin.com/IL/Oak-Park/1018-Alexander-Ln-60302/unit-108/home/22993986,MRED,10574047,N,Y,41.8800338,-87.800783
MLS Listing,,Condo/Co-op,3344 N ASHLAND Ave #3,Chicago,IL,60657,500000,3,2.0,Lake View,1657,,2002,100,302,175,Active,February-23-2020 11:00 AM,February-23-2020 01:00 PM,http://www.redfin.com/IL/Chicago/3344-N-Ashland-Ave-60657/unit-3/home/12707549,MRED,10573883,N,Y,41.9428718,-87.6691091
MLS Listing,,Condo/Co-op,3723 N Clifton Ave #2,Chicago,IL,60613,498500,2,2.0,Lake View,1550,,2009,100,322,172,Active,February-23-2020 02:00 PM,February-23-2020 04:00 PM,http://www.redfin.com/IL/Chicago/3723-N-Clifton-Ave-60613/unit-2/home/13383433,MRED,10573758,N,Y,41.9497777,-87.6572009
MLS Listing,,Single Family Residential,8455 Monticello Ave,Skokie,IL,60076,541800,4,3.5,Skokie,2600,5253,2001,101,208,,Active,,,http://www.redfin.com/IL/Skokie/8455-Monticello-Ave-60076/home/12703328,MRED,10572800,N,Y,42.0352481,-87.719138
MLS Listing,,Townhouse,2323 S Wabash Ave #5,Chicago,IL,60616,485000,3,2.5,Near South Side,2250,816,2007,102,216,194,Active,,,http://www.redfin.com/IL/Chicago/2323-S-Wabash-Ave-60616/unit-5/home/26821666,MRED,10572119,N,Y,41.8501468,-87.624947
MLS Listing,,Single Family Residential,4223 S Champlain Ave,Chicago,IL,60653,569900,5,3.5,Grand Boulevard,2500,3125,2019,106,228,,Active,,,http://www.redfin.com/IL/Chicago/4223-S-Champlain-Ave-60653/home/21699170,MRED,10570326,N,Y,41.817833,-87.610052
MLS Listing,,Condo/Co-op,508 W MELROSE St Unit 3A,Chicago,IL,60657,550000,2,2.0,Lake View,1473,,2004,106,373,422,Active,,,http://www.redfin.com/IL/Chicago/508-W-Melrose-St-60657/unit-3A/home/18951418,MRED,10570213,N,Y,41.9414339,-87.6423486
MLS Listing,,Townhouse,1906 N Kenmore Ave,Chicago,IL,60614,598000,3,2.5,Lincoln Park,1800,,1989,106,332,177,Active,,,http://www.redfin.com/IL/Chicago/1906-N-Kenmore-Ave-60614/unit-3/home/13351533,MRED,10569626,N,N,41.9163438,-87.6551136
MLS Listing,,Townhouse,1625 N Larrabee St,Chicago,IL,60614,640000,3,3.0,Lincoln Park,2200,,1989,106,291,410,Active,,,http://www.redfin.com/IL/Chicago/1625-N-Larrabee-St-60614/home/13346193,MRED,10569451,N,Y,41.911722,-87.6431801
MLS Listing,,Single Family Residential,3206 S Lituanica Ave,Chicago,IL,60608,619000,4,3.5,Bridgeport,3200,2474,2019,110,193,,Active,,,http://www.redfin.com/IL/Chicago/3206-S-Lituanica-Ave-60608/home/14074693,MRED,10566269,N,Y,41.836107,-87.648972
MLS Listing,,Condo/Co-op,4035 N Elston Ave #1,Chicago,IL,60618,509900,4,3.0,Irving Park,3300,,2020,110,155,230,Active,,,http://www.redfin.com/IL/Chicago/4035-N-Elston-Ave-60618/unit-1/home/169648708,MRED,10566117,N,Y,41.954784,-87.7202704
MLS Listing,,Condo/Co-op,4035 N Elston Ave #2,Chicago,IL,60618,399900,3,2.0,Irving Park,1850,,2020,110,216,190,Active,,,http://www.redfin.com/IL/Chicago/4035-N-Elston-Ave-60618/unit-2/home/169648466,MRED,10566065,N,Y,41.954784,-87.7202704
MLS Listing,,Condo/Co-op,858 W Aldine Ave #2,Chicago,IL,60657,584900,2,2.0,Lake View,1400,,2017,111,418,160,Active,,,http://www.redfin.com/IL/Chicago/858-W-Aldine-Ave-60657/unit-2/home/113612775,MRED,10565112,N,Y,41.9419927,-87.6515812
MLS Listing,,Single Family Residential,4528 S Union Ave,Chicago,IL,60609,439900,5,3.0,New City,2600,3101,2019,113,169,,Active,,,http://www.redfin.com/IL/Chicago/4528-S-Union-Ave-60609/home/13959337,MRED,10563728,N,Y,41.8116565,-87.6434838
MLS Listing,,Condo/Co-op,616 W Fulton St #501,Chicago,IL,60661,469900,2,2.0,Near West Side,1265,,1997,117,371,447,Active,,,http://www.redfin.com/IL/Chicago/616-W-Fulton-St-60661/unit-501/home/14101747,MRED,10560232,N,Y,41.8871643,-87.6438007
MLS Listing,,Townhouse,1139 S Oak Park Ave Unit C,Oak Park,IL,60304,399000,3,3.0,Oak Park,2149,1313,2005,122,186,75,Active,,,http://www.redfin.com/IL/Oak-Park/1139-S-Oak-Park-Ave-60304/unit-C/home/26811709,MRED,10556054,N,Y,41.867403,-87.794188
MLS Listing,,Condo/Co-op,1423 W Catalpa Ave #2,Chicago,IL,60640,649000,3,3.0,Edgewater,1648,,2019,122,394,,Active,,,http://www.redfin.com/IL/Chicago/1423-W-Catalpa-Ave-60640/unit-2/home/169527704,MRED,10555938,N,Y,41.981454,-87.665803
MLS Listing,,Condo/Co-op,1423 W Catalpa Ave #1,Chicago,IL,60640,649000,3,2.5,Edgewater,1648,,2019,122,394,,Active,,,http://www.redfin.com/IL/Chicago/1423-W-Catalpa-Ave-60640/unit-1/home/169527109,MRED,10555888,N,Y,41.981454,-87.665803
MLS Listing,,Condo/Co-op,1442 W Fullerton Ave Unit 4C,Chicago,IL,60614,588900,3,2.0,Lincoln Park,1750,,2006,123,337,391,Active,,,http://www.redfin.com/IL/Chicago/1442-W-Fullerton-Ave-60614/unit-4C/home/18926866,MRED,10554496,N,Y,41.925455,-87.665013
MLS Listing,,Single Family Residential,509 W 45th St,Chicago,IL,60609,449900,4,3.0,New City,2600,2996,2019,124,173,,Active,,,http://www.redfin.com/IL/Chicago/509-W-45th-St-60609/home/147832102,MRED,10553953,N,Y,41.812393,-87.638781
MLS Listing,,Townhouse,741 E 36th St,Chicago,IL,60653,389900,3,3.5,Oakland,2009,2209,2008,124,194,,Active,,,http://www.redfin.com/IL/Chicago/741-E-36th-Pl-60653/home/26822542,MRED,10553627,N,Y,41.8295401,-87.6079911
MLS Listing,,Townhouse,1503 S Sangamon St,Chicago,IL,60608,647500,4,3.5,Near West Side,2500,1922,2004,124,259,307,Active,,,http://www.redfin.com/IL/Chicago/1503-S-Sangamon-St-60608/unit-146/home/12679426,MRED,10553200,N,Y,41.861562,-87.649661
MLS Listing,,Townhouse,2755 W 37th Pl,Chicago,IL,60602,389000,3,4.0,Brighton Park,2400,,2019,130,162,,Active,,,http://www.redfin.com/IL/Chicago/2755-W-37th-Pl-60632/home/169431678,MRED,10548852,N,Y,41.8255363,-87.6940417
MLS Listing,,Townhouse,2753 W 37th Pl,Chicago,IL,60602,389000,3,4.0,Brighton Park,2400,,2019,130,162,,Active,,,http://www.redfin.com/IL/Chicago/2753-W-37th-Pl-60632/home/169431658,MRED,10548848,N,Y,41.8255364,-87.694038
MLS Listing,,Townhouse,2751 W 37th Pl,Chicago,IL,60632,389000,3,4.0,Brighton Park,2400,,2019,130,162,,Active,,,http://www.redfin.com/IL/Chicago/2751-W-37th-Pl-60632/home/167187469,MRED,10548829,N,Y,41.8255364,-87.6940342
MLS Listing,,Condo/Co-op,1720 S Michigan Ave Ph 3310,Chicago,IL,60616,450000,2,2.0,Near South Side,1284,,2007,130,350,445,Active,,,http://www.redfin.com/IL/Chicago/1720-S-Michigan-Ave-60616/unit-3310/home/168719244,MRED,10548680,N,Y,41.8586026,-87.6246153
MLS Listing,,Single Family Residential,2559 S Hillock Ave,Chicago,IL,60608,649000,5,3.5,Bridgeport,2960,98598,2020,134,219,,Active,,,http://www.redfin.com/IL/Chicago/2559-S-Hillock-Ave-60608/home/169404163,MRED,10545765,N,Y,41.8457101,-87.6549078
MLS Listing,,Condo/Co-op,2706 N Ashland Ave #2,Chicago,IL,60614,576000,3,2.0,Lincoln Park,1355,,2016,134,425,279,Active,,,http://www.redfin.com/IL/Chicago/2706-N-Ashland-Ave-60614/unit-2/home/108985945,MRED,10545454,N,Y,41.9308655,-87.6686217
MLS Listing,,Condo/Co-op,4880 N Paulina St Unit 2S,Chicago,IL,60640,408000,3,2.0,Uptown,1600,,1997,134,255,140,Active,February-23-2020 01:00 PM,February-23-2020 03:00 PM,http://www.redfin.com/IL/Chicago/4880-N-Paulina-St-60640/unit-2S/home/12807443,MRED,10545346,N,Y,41.9711626,-87.6714323
MLS Listing,,Condo/Co-op,1522 S Prairie Ave Unit D,Chicago,IL,60605,470000,2,2.0,Near South Side,1500,,1996,135,313,495,Active,,,http://www.redfin.com/IL/Chicago/1522-S-Prairie-Ave-60605/unit-D/home/14083439,MRED,10544156,N,Y,41.861754,-87.621585
MLS Listing,,Townhouse,9629 Laramie Ave,Skokie,IL,60077,358000,3,2.5,Skokie,2138,,1987,137,167,150,Active,,,http://www.redfin.com/IL/Skokie/9629-Laramie-Ave-60077/home/13634434,MRED,10541843,N,Y,42.056049,-87.756564
MLS Listing,,Townhouse,413 S KENILWORTH Ave #2,Oak Park,IL,60302,424900,3,3.0,Oak Park,,,2008,137,,145,Active,,,http://www.redfin.com/IL/Oak-Park/413-S-Kenilworth-Ave-60302/unit-2/home/18932605,MRED,10541745,N,Y,41.8810071,-87.7971876
MLS Listing,,Single Family Residential,7133 N Days Ter,Niles,IL,60714,595000,5,4.5,Niles,3300,6290,2018,138,180,,Active,,,http://www.redfin.com/IL/Niles/7133-N-Days-Ter-60714/home/13594687,MRED,10541019,N,Y,42.0110027,-87.7947966
MLS Listing,,Townhouse,2749 W 37th Pl,Chicago,IL,60632,389000,3,4.0,Brighton Park,2400,,2019,139,162,,Active,February-23-2020 11:00 AM,February-23-2020 03:00 PM,http://www.redfin.com/IL/Chicago/2749-W-37th-Pl-60632/home/151040262,MRED,10539726,N,Y,41.825328,-87.6940339
MLS Listing,,Condo/Co-op,1940 N Whipple St #1,Chicago,IL,60647,649900,4,3.5,Logan Square,2800,,2019,141,232,280,Active,February-23-2020 11:00 AM,February-23-2020 01:00 PM,http://www.redfin.com/IL/Chicago/1940-N-Whipple-St-60647/unit-1/home/169288029,MRED,10539156,N,Y,41.9168304,-87.7041947
MLS Listing,,Single Family Residential,3154 W Wallen Ave,Chicago,IL,60645,495000,3,2.5,West Ridge,2181,4216,2016,141,227,,Active,,,http://www.redfin.com/IL/Chicago/3154-W-Wallen-Ave-60645/home/21660708,MRED,10538410,N,Y,42.001733,-87.709191
MLS Listing,,Single Family Residential,4107 N MELVINA Ave,Chicago,IL,60634,389000,4,3.0,Portage Park,2016,3750,1996,144,193,,Active,,,http://www.redfin.com/IL/Chicago/4107-N-Melvina-Ave-60634/home/13474655,MRED,10534408,N,Y,41.9551377,-87.7814254
MLS Listing,,Townhouse,5320 N Kenmore Ave Unit D,Chicago,IL,60640,354100,2,2.0,Edgewater,1600,1200,1994,147,221,313,Active,,,http://www.redfin.com/IL/Chicago/5320-N-Kenmore-Ave-60640/unit-D/home/13399345,MRED,10532128,N,Y,41.9789715,-87.6571219
MLS Listing,,Single Family Residential,4260 N NEW ENGLAND Ave,Harwood Heights,IL,60706,549000,4,3.5,Harwood Heights,2266,3689,2007,148,242,,Active,,,http://www.redfin.com/IL/Harwood-Heights/4260-New-England-Ave-60706/home/13472943,MRED,10530995,N,Y,41.9590249,-87.8004051
MLS Listing,,Condo/Co-op,1253 W MELROSE St Unit 2E,Chicago,IL,60657,600000,3,2.0,Lake View,1513,,2005,149,397,321,Active,,,http://www.redfin.com/IL/Chicago/1253-W-Melrose-St-60657/unit-2E/home/12617831,MRED,10530728,N,Y,41.9405048,-87.6611633
MLS Listing,,Condo/Co-op,936 W George St #3,Chicago,IL,60657,432000,2,2.0,Lake View,1450,,1996,150,298,200,Active,,,http://www.redfin.com/IL/Chicago/936-W-George-St-60657/unit-3/home/13362755,MRED,10529176,N,Y,41.9346986,-87.6529668
MLS Listing,,Condo/Co-op,1225 N California Ave Unit 3B,Chicago,IL,60622,359800,2,2.0,West Town,1300,,2004,154,277,372,Active,,,http://www.redfin.com/IL/Chicago/1225-N-California-Ave-60622/unit-3B/home/12651225,MRED,10525636,N,Y,41.9037158,-87.6965145
MLS Listing,,Single Family Residential,455 W 38th St,Chicago,IL,60609,519900,5,3.5,Bridgeport,3600,3123,1989,154,144,,Active,,,http://www.redfin.com/IL/Chicago/455-W-38th-St-60609/home/14072808,MRED,10525633,N,Y,41.825263,-87.638315
MLS Listing,,Condo/Co-op,1701 W Webster Ave #310,Chicago,IL,60614,605000,2,2.0,Logan Square,1462,,2021,155,414,296,Active,February-22-2020 10:00 AM,February-22-2020 05:00 PM,http://www.redfin.com/IL/Chicago/1701-W-Webster-Ave-60614/unit-310/home/169143767,MRED,10525037,N,Y,41.92134,-87.6711295
MLS Listing,,Condo/Co-op,1701 W Webster Ave #610,Chicago,IL,60614,634500,2,2.0,Logan Square,1462,,2019,162,434,310,Active,February-22-2020 10:00 AM,February-22-2020 05:00 PM,http://www.redfin.com/IL/Chicago/1701-W-Webster-Ave-60614/unit-610/home/169051598,MRED,10517029,N,Y,41.92134,-87.6711295
MLS Listing,,Single Family Residential,3134 W Columbia Ave,Chicago,IL,60645,625000,4,3.5,West Ridge,2637,4247,2001,162,237,,Active,,,http://www.redfin.com/IL/Chicago/3134-W-Columbia-Ave-60645/home/12729414,MRED,10516823,N,Y,42.004461,-87.7083711
MLS Listing,,Condo/Co-op,1001 W Madison St #615,Chicago,IL,60607,599000,2,2.0,Near West Side,1330,,2003,171,450,493,Active,,,http://www.redfin.com/IL/Chicago/1001-W-Madison-St-60607/unit-615/home/12670078,MRED,10506725,N,Y,41.8814007,-87.652498
MLS Listing,,Townhouse,6143 Lincoln Ave Unit A,Morton Grove,IL,60053,388000,4,2.5,Morton Grove,2600,,1994,178,149,344,Active,,,http://www.redfin.com/IL/Morton-Grove/6143-Lincoln-Ave-60053/unit-A/home/13615892,MRED,10499136,N,Y,42.035144,-87.780566
MLS Listing,,Condo/Co-op,906 W Barry Ave #1,Chicago,IL,60657,599999,3,3.0,Lake View,,,2004,187,,201,Active,,,http://www.redfin.com/IL/Chicago/906-W-Barry-Ave-60657/unit-1/home/12682486,MRED,10490325,N,Y,41.9383793,-87.6520906
MLS Listing,,Single Family Residential,3918 S Rockwell St,Chicago,IL,60632,468000,4,3.0,Brighton Park,2156,2646,2014,188,217,,Active,,,http://www.redfin.com/IL/Chicago/3918-S-Rockwell-St-60632/home/113099137,MRED,10489407,N,Y,41.8222315,-87.6899163
MLS Listing,,Single Family Residential,8240 Major Ave,Morton Grove,IL,60053,649000,6,5.0,Morton Grove,3846,5941,2004,190,169,,Active,,,http://www.redfin.com/IL/Morton-Grove/8240-Major-Ave-60053/home/13613791,MRED,10487277,N,Y,42.0314398,-87.7697031
MLS Listing,,Condo/Co-op,1541 W MONTANA St #3,Chicago,IL,60614,539600,2,2.0,Lincoln Park,1400,,2004,192,385,84,Active,,,http://www.redfin.com/IL/Chicago/1541-W-Montana-St-60614/unit-3/home/12651690,MRED,10485320,N,Y,41.9258072,-87.6673881
MLS Listing,,Single Family Residential,3523 N Neenah Ave,Chicago,IL,60634,549900,5,3.5,Dunning,3570,3689,2007,201,154,,Active,,,http://www.redfin.com/IL/Chicago/3523-N-Neenah-Ave-60634/home/167129063,MRED,10475546,N,Y,41.944482,-87.7896003
MLS Listing,,Single Family Residential,2561 S Hillock Ave,Chicago,IL,60608,639000,5,3.5,Bridgeport,2960,98598,2020,221,216,,Active,,,http://www.redfin.com/IL/Chicago/2561-S-Hillock-Ave-60608/home/167517123,MRED,10453498,N,Y,41.8456979,-87.6549337
MLS Listing,,Single Family Residential,2227 N NATCHEZ Ave,Chicago,IL,60707,435000,4,3.0,Belmont Cragin,2600,3724,2020,238,167,,Active,,,http://www.redfin.com/IL/Chicago/2227-N-Natchez-Ave-60707/home/22894953,MRED,10434913,N,Y,41.920895,-87.787446
MLS Listing,,Condo/Co-op,1541 W MONTANA St #2,Chicago,IL,60614,519600,2,2.0,Lincoln Park,1400,,2004,241,371,84,Active,,,http://www.redfin.com/IL/Chicago/1541-W-Montana-St-60614/unit-2/home/12627692,MRED,10431370,N,Y,41.9258072,-87.6673881
MLS Listing,,Condo/Co-op,3935 N Western Ave Unit 3N,Chicago,IL,60618,554000,3,2.0,North Center,2000,,2007,259,277,450,Active,,,http://www.redfin.com/IL/Chicago/3935-N-Western-Ave-60618/unit-3N/home/13151474,MRED,10409600,N,Y,41.9532818,-87.6880435
MLS Listing,,Townhouse,3051 S Lyman St Unit C,Chicago,IL,60608,386900,3,2.5,Bridgeport,1908,1206,1997,261,203,,Active,,,http://www.redfin.com/IL/Chicago/3051-S-Lyman-St-60608/unit-C/home/14081316,MRED,10406646,N,Y,41.8384142,-87.6574606
MLS Listing,,Condo/Co-op,920 N Wood St Unit B,Chicago,IL,60622,419000,2,2.5,West Town,,,2003,267,,125,Active,,,http://www.redfin.com/IL/Chicago/920-N-Wood-St-60622/unit-B/home/12675796,MRED,10399185,N,Y,41.8984587,-87.6725724
MLS Listing,,Townhouse,620 E 42ND St,Chicago,IL,60653,495000,4,3.5,Grand Boulevard,3500,2856,2009,280,141,,Active,,,http://www.redfin.com/IL/Chicago/620-E-42nd-St-60653/home/21392226,MRED,10384626,N,Y,41.8187344,-87.6108565
MLS Listing,,Single Family Residential,5745 Church St,Morton Grove,IL,60053,599500,4,4.0,Morton Grove,3680,4085,2005,295,163,,Active,,,http://www.redfin.com/IL/Morton-Grove/5745-Church-St-60053/unit-HME/home/13620036,MRED,10367333,N,Y,42.0479144,-87.7710676
MLS Listing,,Condo/Co-op,3504 N Fremont St #4,Chicago,IL,60657,599000,2,2.0,Lake View,1650,,2005,303,363,170,Active,,,http://www.redfin.com/IL/Chicago/3504-N-Fremont-St-60657/unit-4/home/18931838,MRED,10356425,N,Y,41.945682,-87.6521909
MLS Listing,,Single Family Residential,5522 MADISON St,Morton Grove,IL,60053,549000,5,4.5,Morton Grove,5502,3659,1982,340,100,,Active,,,http://www.redfin.com/IL/Morton-Grove/5522-Madison-St-60053/home/13613503,MRED,10312938,N,Y,42.032097,-87.76551
New Construction Home,,Single Family Residential,"3157 N Karlov Ave. Bldg 1, Unit 1",Chicago,IL,60641,545000,3,2.5,Lexington Village At Avondale,2304,,2019,256,237,,Active,,,http://www.redfin.com/IL/Chicago/3157-N-Karlov-Ave-60641/unit-1/home/167060062,NewHomeSource.com,1661872,N,Y,41.938268,-87.729612
New Construction Home,,Single Family Residential,"3153 N Karlov Ave. Bldg 1, Unit 3",Chicago,IL,60641,540000,3,2.5,Lexington Village At Avondale,2304,,2019,256,234,,Active,,,http://www.redfin.com/IL/Chicago/3153-N-Karlov-Ave-60641/unit-3/home/167060061,NewHomeSource.com,1661873,N,Y,41.938186,-87.729608
New Construction Home,,Single Family Residential,"3151 N Karlov Ave. Bldg 1, Unit 4",Chicago,IL,60641,550000,3,2.5,Lexington Village At Avondale,2453,,2019,256,224,,Active,,,http://www.redfin.com/IL/Chicago/3151-N-Karlov-Ave-60641/unit-4/home/167060060,NewHomeSource.com,1661874,N,Y,41.938145,-87.729607
